Tipton,Scott,R,202-225-4761,CO,Rep,false
Buck,Ken,R,202-225-4676,CO,Rep,false
Lamborn,Doug,R,202-225-4422,CO,Rep,false
Coffman,Mike,R,202-225-7882,CO,Rep,false
Perlmutter,Ed,D,202-225-2645,CO,Rep,true
Larson,JohnB.,D,202-225-2265,CT,Rep,false
Courtney,Joe,D,202-225-2076,CT,Rep,false
DeLauro,RosaL.,D,202-225-3661,CT,Rep,true
Himes,Jim,D,202-225-5541,CT,Rep,false
Esty,Elizabeth,D,202-225-4476,CT,Rep,true
Carney,John,D,202-225-4165,DE,Rep,true
Norton,EleanorHolmes,D,202-225-8050,,Rep,true
Miller,Jeff,R,202-225-4136,FL,Rep,false
Graham,Gwen,D,202-225-5235,FL,Rep,false
Yoho,Ted,R,202-225-5744,FL,Rep,false
Crenshaw,Ander,R,202-225-2501,FL,Rep,false
Brown,Corrine,D,202-225-0123,FL,Rep,false
DeSantis,Ron,R,202-225-2706,FL,Rep,false
Mica,John,R,202-225-4035,FL,Rep,false
Posey,Bill,R,202-225-3671,FL,Rep,false
Grayson,Alan,D,202-225-9889,FL,Rep,false
Webster,Daniel,R,202-225-2176,FL,Rep,false
Nugent,Richard,R,202-225-1002,FL,Rep,false
Bilirakis,GusM.,R,202-225-5755,FL,Rep,false
Jolly,David,R,202-225-5961,FL,Rep,false
Castor,Kathy,D,202-225-3376,FL,Rep,false
Ross,Dennis,R,202-225-1252,FL,Rep,false
Buchanan,Vern,R,202-225-5015,FL,Rep,false
Rooney,Tom,R,202-225-5792,FL,Rep,false
Murphy,Patrick,D,202-225-3026,FL,Rep,true
Clawson,Curt,R,202-225-2536,FL,Rep,false
Hastings,AlceeL.,D,202-225-1313,FL,Rep,false
Deutch,Ted,D,202-225-3001,FL,Rep,false
Frankel,Lois,D,202-225-9890,FL,Rep,true
WassermanSchultz,Debbie,D,202-225-7931,FL,Rep,true
Wilson,Frederica,D,202-225-4506,FL,Rep,false
Diaz-Balart,Mario,R,202-225-4211,FL,Rep,false
Curbelo,Carlos,R,202-225-2778,FL,Rep,false
Ros-Lehtinen,Ileana,R,202-225-3931,FL,Rep,false
Carter,Buddy,R,202-225-5831,GA,Rep,false
BishopJr.,SanfordD.,D,202-225-3631,GA,Rep,false
Westmoreland,LynnA.,R,202-225-5901,GA,Rep,false
Johnson,"HenryC.""Hank""Jr.",D,202-225-1605,GA,Rep,true
Lewis,John,D,202-225-3801,GA,Rep,false
Price,Tom,R,202-225-4501,GA,Rep,false
Woodall,Robert,R,202-225-4272,GA,Rep,false
Scott,Austin,R,202-225-6531,GA,Rep,false
Collins,Doug,R,202-225-9893,GA,Rep,false
Hice,Jody,R,202-225-4101,GA,Rep,false
Loudermilk,Barry,R,202-225-2931,GA,Rep,false
Allen,Rick,R,202-225-2823,GA,Rep,false
Scott,David,D,202-225-2939,GA,Rep,false
Graves,Tom,R,202-225-5211,GA,Rep,false
Bordallo,Madeleine,D,202-225-1188,,Rep,false
Hanabusa,Colleen,D,202-225-2726,HI,Rep,false
Gabbard,Tulsi,D,202-225-4906,HI,Rep,false
Labrador,RaulR.,R,202-225-6611,ID,Rep,false
Simpson,Mike,R,202-225-5531,ID,Rep,false
Rush,BobbyL.,D,202-225-4372,IL,Rep,false
Kelly,Robin,D,202-225-0773,IL,Rep,true
Lipinski,Daniel,D,202-225-5701,IL,Rep,false
Gutierrez,Luis,D,202-225-8203,IL,Rep,true
Quigley,Mike,D,202-225-4061,IL,Rep,true
Roskam,PeterJ.,R,202-225-4561,IL,Rep,false
Davis,DannyK.,D,202-225-5006,IL,Rep,true
Duckworth,Tammy,D,202-225-3711,IL,Rep,true
Schakowsky,Jan,D,202-225-2111,IL,Rep,true
Dold,Bob,R,202-225-4835,IL,Rep,false
Foster,Bill,D,202-225-3515,IL,Rep,true
Bost,Mike,R,202-225-5661,IL,Rep,false
Davis,Rodney,R,202-225-2371,IL,Rep,false
Hultgren,Randy,R,202-225-2976,IL,Rep,false
Shimkus,John,R,202-225-5271,IL,Rep,false
Kinzinger,Adam,R,202-225-3635,IL,Rep,false
Bustos,Cheri,D,202-225-5905,IL,Rep,true
LaHood,Darin,R,202-225-6201,IL,Rep,false
Visclosky,Peter,D,202-225-2461,IN,Rep,false
Walorski,Jackie,R,202-225-3915,IN,Rep,false
Stutzman,Marlin,R,202-225-4436,IN,Rep,false
Rokita,Todd,R,202-225-5037,IN,Rep,false
Brooks,SusanW.,R,202-225-2276,IN,Rep,false
Messer,Luke,R,202-225-3021,IN,Rep,false
Carson,André,D,202-225-4011,IN,Rep,true
Bucshon,Larry,R,202-225-4636,IN,Rep,false
Young,Todd,R,202-225-5315,IN,Rep,false
Blum,Rod,R,202-225-2911,IA,Rep,false
Loebsack,David,D,202-225-6576,IA,Rep,false
Young,David,R,202-225-5476,IA,Rep,false
King,Steve,R,202-225-4426,IA,Rep,false
Huelskamp,Tim,R,202-225-2715,KS,Rep,false
Jenkins,Lynn,R,202-225-6601,KS,Rep,false
Yoder,Kevin,R,202-225-2865,KS,Rep,false
Pompeo,Mike,R,202-225-6216,KS,Rep,false
Comer,James,R,202-225-3115,KY,Rep,false
Guthrie,S.Brett,R,202-225-3501,KY,Rep,false
Yarmuth,JohnA.,D,202-225-5401,KY,Rep,true
Massie,Thomas,R,202-225-3465,KY,Rep,false
Rogers,Harold,R,202-225-4601,KY,Rep,false
Barr,Andy,R,202-225-4706,KY,Rep,false
Scalise,Steve,R,202-225-3015,LA,Rep,false
Richmond,Cedric,D,202-225-6636,LA,Rep,false
BoustanyJr.,CharlesW.,R,202-225-2031,LA,Rep,false
Fleming,John,R,202-225-2777,LA,Rep,false
Abraham,Ralph,R,202-225-8490,LA,Rep,false
Graves,Garret,R,202-225-3901,LA,Rep,false
Pingree,Chellie,D,202-225-6116,ME,Rep,true
Poliquin,Bruce,R,202-225-6306,ME,Rep,false
Harris,Andy,R,202-225-5311,MD,Rep,false
Ruppersberger,C.A.Dutch,D,202-225-3061,MD,Rep,true
Sarbanes,JohnP.,D,202-225-4016,MD,Rep,false
Edwards,DonnaF.,D,202-225-8699,MD,Rep,true
Hoyer,StenyH.,D,202-225-4131,MD,Rep,true
Delaney,John,D,202-225-2721,MD,Rep,false
Cummings,Elijah,D,202-225-4741,MD,Rep,true
VanHollen,Chris,D,202-225-5341,MD,Rep,true
Neal,RichardE.,D,202-225-5601,MA,Rep,true
McGovern,James,D,202-225-6101,MA,Rep,false
Tsongas,Niki,D,202-225-3411,MA,Rep,true
KennedyIII,JosephP.,D,202-225-5931,MA,Rep,false
Clark,Katherine,D,202-225-2836,MA,Rep,true
Moulton,Seth,D,202-225-8020,MA,Rep,true
Capuano,MichaelE.,D,202-225-5111,MA,Rep,false
Lynch,StephenF.,D,202-225-8273,MA,Rep,true
Keating,William,D,202-225-3111,MA,Rep,false
Benishek,Dan,R,202-225-4735,MI,Rep,false
Huizenga,Bill,R,202-225-4401,MI,Rep,false
Amash,Justin,R,202-225-3831,MI,Rep,false
Moolenaar,John,R,202-225-3561,MI,Rep,false
Kildee,Daniel,D,202-225-3611,MI,Rep,true
Upton,Fred,R,202-225-3761,MI,Rep,false
Walberg,Tim,R,202-225-6276,MI,Rep,false
Bishop,Mike,R,202-225-4872,MI,Rep,false
Levin,Sander,D,202-225-4961,MI,Rep,false
Miller,Candice,R,202-225-2106,MI,Rep,false
Trott,Dave,R,202-225-8171,MI,Rep,false
Dingell,Debbie,D,202-225-4071,MI,Rep,false
ConyersJr.,John,D,202-225-5126,MI,Rep,true
Lawrence,Brenda,D,202-225-5802,MI,Rep,true
Walz,TimothyJ.,D,202-225-2472,MN,Rep,false
Kline,John,R,202-225-2271,MN,Rep,false
Paulsen,Erik,R,202-225-2871,MN,Rep,false
McCollum,Betty,D,202-225-6631,MN,Rep,true
Ellison,Keith,D,202-225-4755,MN,Rep,true
Emmer,Tom,R,202-225-2331,MN,Rep,false
Peterson,CollinC.,D,202-225-2165,MN,Rep,false
Nolan,Rick,D,202-225-6211,MN,Rep,false
Kelly,Trent,R,202-225-4306,MS,Rep,false
Thompson,BennieG.,D,202-225-5876,MS,Rep,false
Harper,Gregg,R,202-225-5031,MS,Rep,false
Palazzo,Steven,R,202-225-5772,MS,Rep,false
ClayJr.,"William""Lacy""",D,202-225-2406,MO,Rep,true
Wagner,Ann,R,202-225-1621,MO,Rep,false
Luetkemeyer,Blaine,R,202-225-2956,MO,Rep,false
Hartzler,Vicky,R,202-225-2876,MO,Rep,false
Cleaver,Emanuel,D,202-225-4535,MO,Rep,true
Graves,Sam,R,202-225-7041,MO,Rep,false
Long,Billy,R,202-225-6536,MO,Rep,false
Smith,Jason,R,202-225-4404,MO,Rep,false
Zinke,Ryan,R,202-225-3211,MT,Rep,false
Fortenberry,Jeff,R,202-225-4806,NE,Rep,false
Ashford,Brad,D,202-225-4155,NE,Rep,false
Smith,Adrian,R,202-225-6435,NE,Rep,false
Titus,Dina,D,202-225-5965,NV,Rep,false
Amodei,Mark,R,202-225-6155,NV,Rep,false
Heck,Joe,R,202-225-3252,NV,Rep,false
Hardy,Cresent,R,202-225-9894,NV,Rep,false
Guinta,Frank,R,202-225-5456,NH,Rep,false
Kuster,Ann,D,202-225-5206,NH,Rep,false
Norcross,Donald,D,202-225-6501,NJ,Rep,false
LoBiondo,Frank,R,202-225-6572,NJ,Rep,false
MacArthur,Tom,R,202-225-4765,NJ,Rep,false
Smith,Chris,R,202-225-3765,NJ,Rep,false
Garrett,Scott,R,202-225-4465,NJ,Rep,false
PalloneJr.,Frank,D,202-225-4671,NJ,Rep,true
Lance,Leonard,R,202-225-5361,NJ,Rep,false
Sires,Albio,D,202-225-7919,NJ,Rep,false
PascrellJr.,Bill,D,202-225-5751,NJ,Rep,true
PayneJr.,Donald,D,202-225-3436,NJ,Rep,true
Frelinghuysen,Rodney,R,202-225-5034,NJ,Rep,false
WatsonColeman,Bonnie,D,202-225-5801,NJ,Rep,false
LujanGrisham,Michelle,D,202-225-6316,NM,Rep,false
Pearce,Steve,R,202-225-2365,NM,Rep,false
Lujan,BenR.,D,202-225-6190,NM,Rep,true
Zeldin,Lee,R,202-225-3826,NY,Rep,false
King,Pete,R,202-225-7896,NY,Rep,false
Israel,Steve,D,202-225-3335,NY,Rep,true
Rice,Kathleen,D,202-225-5516,NY,Rep,false
Meeks,GregoryW.,D,202-225-3461,NY,Rep,true
Meng,Grace,D,202-225-2601,NY,Rep,false
Velázquez,NydiaM.,D,202-225-2361,NY,Rep,false
Jeffries,Hakeem,D,202-225-5936,NY,Rep,false
Clarke,YvetteD.,D,202-225-6231,NY,Rep,true
Nadler,Jerrold,D,202-225-5635,NY,Rep,false
Donovan,Daniel,R,202-225-3371,NY,Rep,false
Maloney,Carolyn,D,202-225-7944,NY,Rep,false
Rangel,CharlesB.,D,202-225-4365,NY,Rep,false
Crowley,Joseph,D,202-225-3965,NY,Rep,false
Serrano,JoséE.,D,202-225-4361,NY,Rep,false
Engel,Eliot,D,202-225-2464,NY,Rep,true
Lowey,Nita,D,202-225-6506,NY,Rep,true
Maloney,SeanPatrick,D,202-225-5441,NY,Rep,false
Gibson,Chris,R,202-225-5614,NY,Rep,false
Tonko,PaulD.,D,202-225-5076,NY,Rep,true
Stefanik,Elise,R,202-225-4611,NY,Rep,false
Hanna,Richard,R,202-225-3665,NY,Rep,false
Reed,Tom,R,202-225-3161,NY,Rep,false
Katko,John,R,202-225-3701,NY,Rep,false
Slaughter,Louise,D,202-225-3615,NY,Rep,true
Higgins,Brian,D,202-225-3306,NY,Rep,false
Collins,Chris,R,202-225-5265,NY,Rep,false
Butterfield,G.K.,D,202-225-3101,NC,Rep,true
Ellmers,Renee,R,202-225-4531,NC,Rep,false
Jones,WalterB.,R,202-225-3415,NC,Rep,false
Price,David,D,202-225-1784,NC,Rep,false
Foxx,Virginia,R,202-225-2071,NC,Rep,false
Walker,Mark,R,202-225-3065,NC,Rep,false
Rouzer,David,R,202-225-2731,NC,Rep,false
Hudson,Richard,R,202-225-3715,NC,Rep,false
Pittenger,Robert,R,202-225-1976,NC,Rep,false
McHenry,PatrickT.,R,202-225-2576,NC,Rep,false
Meadows,Mark,R,202-225-6401,NC,Rep,false
Adams,Alma,D,202-225-1510,NC,Rep,true
Holding,George,R,202-225-3032,NC,Rep,false
Cramer,Kevin,R,202-225-2611,ND,Rep,false
Sablan,Gregorio,D,202-225-2646,,Rep,false
Chabot,Steve,R,202-225-2216,OH,Rep,false
Wenstrup,Brad,R,202-225-3164,OH,Rep,false
Beatty,Joyce,D,202-225-4324,OH,Rep,false
Jordan,Jim,R,202-225-2676,OH,Rep,false
Latta,RobertE.,R,202-225-6405,OH,Rep,false
Johnson,Bill,R,202-225-5705,OH,Rep,false
Gibbs,Bob,R,202-225-6265,OH,Rep,false
Davidson,Warren,R,202-225-6205,OH,Rep,false
Kaptur,Marcy,D,202-225-4146,OH,Rep,true
Turner,Michael,R,202-225-6465,OH,Rep,false
Fudge,MarciaL.,D,202-225-7032,OH,Rep,true
Tiberi,Pat,R,202-225-5355,OH,Rep,false
Ryan,Tim,D,202-225-5261,OH,Rep,true
Joyce,David,R,202-225-5731,OH,Rep,false
Stivers,Steve,R,202-225-2015,OH,Rep,false
Renacci,Jim,R,202-225-3876,OH,Rep,false
Bridenstine,Jim,R,202-225-2211,OK,Rep,false
Mullin,Markwayne,R,202-225-2701,OK,Rep,false
Lucas,Frank,R,202-225-5565,OK,Rep,false
Cole,Tom,R,202-225-6165,OK,Rep,false
Russell,Steve,R,202-225-2132,OK,Rep,false
Bonamici,Suzanne,D,202-225-0855,OR,Rep,true
Walden,Greg,R,202-225-6730,OR,Rep,false
Blumenauer,Earl,D,202-225-4811,OR,Rep,true
DeFazio,Peter,D,202-225-6416,OR,Rep,true
Schrader,Kurt,D,202-225-5711,OR,Rep,true
Brady,Robert,D,202-225-4731,PA,Rep,false
Evans,Dwight,D,202-225-4001,PA,Rep,false
Kelly,Mike,R,202-225-5406,PA,Rep,false
Perry,Scott,R,202-225-5836,PA,Rep,false
Thompson,GlennW.,R,202-225-5121,PA,Rep,false
Costello,Ryan,R,202-225-4315,PA,Rep,false
Meehan,Pat,R,202-225-2011,PA,Rep,false
Fitzpatrick,MichaelG.,R,202-225-4276,PA,Rep,false
Shuster,Bill,R,202-225-2431,PA,Rep,false
Marino,Tom,R,202-225-3731,PA,Rep,false
Barletta,Lou,R,202-225-6511,PA,Rep,false
Rothfus,Keith,R,202-225-2065,PA,Rep,false
Boyle,Brendan,D,202-225-6111,PA,Rep,false
Doyle,Mike,D,202-225-2135,PA,Rep,true
Dent,CharlesW.,R,202-225-6411,PA,Rep,false
Pitts,JosephR.,R,202-225-2411,PA,Rep,false
Cartwright,Matthew,D,202-225-5546,PA,Rep,false
Murphy,Tim,R,202-225-2301,PA,Rep,false
Pierluisi,Pedro,D,202-225-2615,PR,Rep,false
Cicilline,David,D,202-225-4911,RI,Rep,true
Langevin,Jim,D,202-225-2735,RI,Rep,true
Sanford,Mark,R,202-225-3176,SC,Rep,false
Wilson,Joe,R,202-225-2452,SC,Rep,false
Duncan,Jeff,R,202-225-5301,SC,Rep,false
Gowdy,Trey,R,202-225-6030,SC,Rep,false
Mulvaney,Mick,R,202-225-5501,SC,Rep,false
Clyburn,JamesE.,D,202-225-3315,SC,Rep,false
Rice,Tom,R,202-225-9895,SC,Rep,false
Noem,Kristi,R,202-225-2801,SD,Rep,false
Roe,Phil,R,202-225-6356,TN,Rep,false
DuncanJr.,JohnJ.,R,202-225-5435,TN,Rep,true
Fleischmann,Chuck,R,202-225-3271,TN,Rep,false
DesJarlais,Scott,R,202-225-6831,TN,Rep,false
Cooper,Jim,D,202-225-4311,TN,Rep,true
Black,Diane,R,202-225-4231,TN,Rep,false
Blackburn,Marsha,R,202-225-2811,TN,Rep,false
Fincher,Stephen,R,202-225-4714,TN,Rep,false
Cohen,Steve,D,202-225-3265,TN,Rep,true
Gohmert,Louie,R,202-225-3035,TX,Rep,false
Poe,Ted,R,202-225-6565,TX,Rep,false
Johnson,Sam,R,202-225-4201,TX,Rep,false
Ratcliffe,John,R,202-225-6673,TX,Rep,false
Hensarling,Jeb,R,202-225-3484,TX,Rep,false
Barton,Joe,R,202-225-2002,TX,Rep,false
Culberson,John,R,202-225-2571,TX,Rep,false
Brady,Kevin,R,202-225-4901,TX,Rep,false
Green,Al,D,202-225-7508,TX,Rep,false
McCaul,MichaelT.,R,202-225-2401,TX,Rep,false
Conaway,K.Michael,R,202-225-3605,TX,Rep,false
Granger,Kay,R,202-225-5071,TX,Rep,false
Thornberry,Mac,R,202-225-3706,TX,Rep,false
Weber,Randy,R,202-225-2831,TX,Rep,false
Hinojosa,Rubén,D,202-225-2531,TX,Rep,false
O'Rourke,Beto,D,202-225-4831,TX,Rep,false
Flores,Bill,R,202-225-6105,TX,Rep,false
JacksonLee,Sheila,D,202-225-3816,TX,Rep,false
Neugebauer,Randy,R,202-225-4005,TX,Rep,false
Castro,Joaquin,D,202-225-3236,TX,Rep,true
Smith,Lamar,R,202-225-4236,TX,Rep,false
Olson,Pete,R,202-225-5951,TX,Rep,false
Hurd,Will,R,202-225-4511,TX,Rep,false
Marchant,Kenny,R,202-225-6605,TX,Rep,false
Williams,Roger,R,202-225-9896,TX,Rep,false
Burgess,Michael,R,202-225-7772,TX,Rep,false
Farenthold,Blake,R,202-225-7742,TX,Rep,false
Cuellar,Henry,D,202-225-1640,TX,Rep,false
Green,Gene,D,202-225-1688,TX,Rep,false
Johnson,EddieBernice,D,202-225-8885,TX,Rep,false
Carter,John,R,202-225-3864,TX,Rep,false
Sessions,Pete,R,202-225-2231,TX,Rep,false
Veasey,Marc,D,202-225-9897,TX,Rep,false
Vela,Filemon,D,202-225-9901,TX,Rep,false
Doggett,Lloyd,D,202-225-4865,TX,Rep,true
Babin,Brian,R,202-225-1555,TX,Rep,false
Bishop,Rob,R,202-225-0453,UT,Rep,false
Stewart,Chris,R,202-225-9730,UT,Rep,false
Chaffetz,Jason,R,202-225-7751,UT,Rep,false
Love,Mia,R,202-225-3011,UT,Rep,false
Welch,Peter,D,202-225-4115,VT,Rep,true
Plaskett,Stacey,D,202-225-1790,,Rep,false
Wittman,RobertJ.,R,202-225-4261,VA,Rep,false
Rigell,Scott,R,202-225-4215,VA,Rep,false
Scott,RobertC.,D,202-225-8351,VA,Rep,false
Forbes,J.Randy,R,202-225-6365,VA,Rep,false
Hurt,Robert,R,202-225-4711,VA,Rep,false
Goodlatte,Bob,R,202-225-5431,VA,Rep,false
Brat,Dave,R,202-225-2815,VA,Rep,false
Beyer,Don,D,202-225-4376,VA,Rep,true
Griffith,Morgan,R,202-225-3861,VA,Rep,false
Comstock,Barbara,R,202-225-5136,VA,Rep,false
Connolly,"GeraldE.""Gerry""",D,202-225-1492,VA,Rep,true
DelBene,Suzan,D,202-225-6311,WA,Rep,true
Larsen,Rick,D,202-225-2605,WA,Rep,false
HerreraBeutler,Jaime,R,202-225-3536,WA,Rep,false
Newhouse,Dan,R,202-225-5816,WA,Rep,false
McMorrisRodgers,Cathy,R,202-225-2006,WA,Rep,false
Kilmer,Derek,D,202-225-5916,WA,Rep,false
McDermott,Jim,D,202-225-3106,WA,Rep,true
Reichert,DavidG.,R,202-225-7761,WA,Rep,false
Smith,Adam,D,202-225-8901,WA,Rep,true
Heck,Denny,D,202-225-9740,WA,Rep,true
McKinley,David,R,202-225-4172,WV,Rep,false
Mooney,Alex,R,202-225-2711,WV,Rep,false
Jenkins,Evan,R,202-225-3452,WV,Rep,false
Ryan,PaulD.,R,202-225-3031,WI,Rep,false
Pocan,Mark,D,202-225-2906,WI,Rep,true
Kind,Ron,D,202-225-5506,WI,Rep,false
Moore,Gwen,D,202-225-4572,WI,Rep,true
Sensenbrenner,F.James,R,202-225-5101,WI,Rep,false
Grothman,Glenn,R,202-225-2476,WI,Rep,false
Duffy,SeanP.,R,202-225-3365,WI,Rep,false
Ribble,Reid,R,202-225-5665,WI,Rep,false
Lummis,CynthiaM.,R,202-225-2311,WY,Rep,false
Alexander, Lamar,R,(202) 224-4944,TN,Sen,false
Ayotte, Kelly,R,(202) 224-3324,NH,Sen,false
Baldwin, Tammy,D,(202) 224-5653,WI,Sen,false
Barrasso, John,R,(202) 224-6441,WY,Sen,false
Bennet, Michael F.,D,(202) 224-5852,CO,Sen,true
Blumenthal, Richard,D,(202) 224-2823,CT,Sen,true
Blunt, Roy,R,(202) 224-5721,MO,Sen,false
Booker, Cory A.,D,(202) 224-3224,NJ,Sen,true
Boozman, John,R,(202) 224-4843,AR,Sen,false
Boxer, Barbara,D,(202) 224-3553,CA,Sen,true
Brown, Sherrod,D,(202) 224-2315,OH,Sen,true
Burr, Richard,R,(202) 224-3154,NC,Sen,false
Cantwell, Maria,D,(202) 224-3441,WA,Sen,false
Capito, Shelley Moore,R,(202) 224-6472,WV,Sen,false
Cardin, Benjamin L.,D,(202) 224-4524,MD,Sen,true
Carper, Thomas R.,D,(202) 224-2441,DE,Sen,false
Casey, Robert P.,D,(202) 224-6324,PA,Sen,false
Cassidy, Bill,R,(202) 224-5824,LA,Sen,false
Coats, Daniel,R,(202) 224-5623,IN,Sen,false
Cochran, Thad,R,(202) 224-5054,MS,Sen,false
Collins, Susan M.,R,(202) 224-2523,ME,Sen,false
Coons, Christopher A.,D,(202) 224-5042,DE,Sen,true
Corker, Bob,R,(202) 224-3344,TN,Sen,false
Cornyn, John,R,(202) 224-2934,TX,Sen,false
Cotton, Tom,R,(202) 224-2353,AR,Sen,false
Crapo, Mike,R,(202) 224-6142,ID,Sen,false
Cruz, Ted,R,(202) 224-5922,TX,Sen,false
Daines, Steve,R,(202) 224-2651,MT,Sen,false
Donnelly, Joe,D,(202) 224-4814,IN,Sen,false
Durbin, Richard J.,D,(202) 224-2152,IL,Sen,false
Enzi, Michael B.,R,(202) 224-3424,WY,Sen,false
Ernst, Joni,R,(202) 224-3254,IA,Sen,false
Feinstein, Dianne,D,(202) 224-3841,CA,Sen,true
Fischer, Deb,R,(202) 224-6551,NE,Sen,false
Flake, Jeff,R,(202) 224-4521,AZ,Sen,false
Franken, Al,D,(202) 224-5641,MN,Sen,true
Gardner, Cory,R,(202) 224-5941,CO,Sen,false
Gillibrand, Kirsten E.,D,(202) 224-4451,NY,Sen,true
Graham, Lindsey,R,(202) 224-5972,SC,Sen,false
Grassley, Chuck,R,(202) 224-3744,IA,Sen,false
Hatch, Orrin G.,R,(202) 224-5251,UT,Sen,false
Heinrich, Martin,D,(202) 224-5521,NM,Sen,false
Heitkamp, Heidi,D,(202) 224-2043,ND,Sen,false
Heller, Dean,R,(202) 224-6244,NV,Sen,false
Hirono, Mazie K.,D,(202) 224-6361,HI,Sen,true
Hoeven, John,R,(202) 224-2551,ND,Sen,false
Inhofe, James M.,R,(202) 224-4721,OK,Sen,false
Isakson, Johnny,R,(202) 224-3643,GA,Sen,false
Johnson, Ron,R,(202) 224-5323,WI,Sen,false
Kaine, Tim,D,(202) 224-4024,VA,Sen,false
King, Angus S.,I,(202) 224-5344,ME,Sen,true
Kirk, Mark,R,(202) 224-2854,IL,Sen,false
Klobuchar, Amy,D,(202) 224-3244,MN,Sen,false
Lankford, James,R,(202) 224-5754,OK,Sen,false
Leahy, Patrick J.,D,(202) 224-4242,VT,Sen,true
Lee, Mike,R,(202) 224-5444,UT,Sen,false
Manchin, Joe,D,(202) 224-3954,WV,Sen,false
Markey, Edward J.,D,(202) 224-2742,MA,Sen,true
McCain, John,R,(202) 224-2235,AZ,Sen,false
